"id","code","input","gold_output","M_output","M_confidence","M_Correctness","P_output","P_confidence","P_Correctness","Q_output","Q_confidence","Q_Correctness","M_output_d1","M_confidence_d1","M_Correctness_d1","P_output_d1","P_confidence_d1","P_Correctness_d1","Q_output_d1","Q_confidence_d1","Q_Correctness_d1","M_output_d2","M_confidence_d2","M_Correctness_d2","P_output_d2","P_confidence_d2","P_Correctness_d2","Q_output_d2","Q_confidence_d2","Q_Correctness_d2","M_output_d3","M_confidence_d3","M_Correctness_d3","P_output_d3","P_confidence_d3","P_Correctness_d3","Q_output_d3","Q_confidence_d3","Q_Correctness_d3","M_output_d4","M_confidence_d4","M_Correctness_d4","P_output_d4","P_confidence_d4","P_Correctness_d4","Q_output_d4","Q_confidence_d4","Q_Correctness_d4"
"sample_37","def f(text):
    text_arr = []
    for j in range(len(text)):
        text_arr.append(text[j:])
    return text_arr","'123'","['123', '23', '3']","['123', '23', '3']","1.0","CORRECT","['123', '23', '3']","1.0","CORRECT","","0.5","INCORRECT","['123', '23', '3']","1.0","CORRECT","['123', '23', '3']","1.0","CORRECT","","0.5","INCORRECT","['123', '23', '3']","1.0","CORRECT","['123', '23', '3']","1.0","CORRECT","","0.5","INCORRECT","['123', '23', '3']","1.0","CORRECT","['123', '23', '3']","1.0","CORRECT","","0.5","INCORRECT","['123', '23', '3']","1.0","CORRECT","['123', '23', '3']","1.0","CORRECT","","0.5","INCORRECT"
"sample_38","def f(string):
    return string.title().replace(' ', '')","'1oE-err bzz-bmm'","'1Oe-ErrBzz-Bmm'","1oe-errbzz-bmm","1.0","CORRECT","1OEErrBzzBmm","1.0","CORRECT","","0.5","INCORRECT","1oe-errbzz-bmm","1.0","CORRECT","1OEErrBzzBmm","1.0","CORRECT","","0.5","INCORRECT","1oe-errbzz-bmm","1.0","CORRECT","1OEErrBzzBmm","1.0","CORRECT","","0.5","INCORRECT","1oe-errbzz-bmm","1.0","CORRECT","1OEErrBzzBmm","1.0","CORRECT","","0.5","INCORRECT","1oe-errbzz-bmm","1.0","CORRECT","1OEErrBzzBmm","1.0","CORRECT","","0.5","INCORRECT"
"sample_39","def f(array, elem):
    if elem in array:
        return array.index(elem)
    return -1","[6, 2, 7, 1], 6","0","0","1.0","CORRECT","","1.0","INCORRECT","","0.5","INCORRECT","0","1.0","CORRECT","0","1.0","CORRECT","","0.5","INCORRECT","0","1.0","CORRECT","0","1.0","CORRECT","","0.5","INCORRECT","0","1.0","CORRECT","0","1.0","CORRECT","","0.5","INCORRECT","0","1.0","CORRECT","0","1.0","CORRECT","","0.5","INCORRECT"
"sample_40","def f(text):
    return text.ljust(len(text) + 1, ""#"")","""the cow goes moo""","'the cow goes moo#'","""the cow goes moo#""","1.0","CORRECT","the cow goes moo#","1.0","CORRECT","","0.5","INCORRECT","""the cow goes moo#""","1.0","CORRECT","the cow goes moo#","1.0","CORRECT","","0.5","INCORRECT","""the cow goes moo#""","1.0","CORRECT","the cow goes moo#","1.0","CORRECT","","0.5","INCORRECT","""the cow goes moo#""","1.0","CORRECT","the cow goes moo#","1.0","CORRECT","","0.5","INCORRECT","""the cow goes moo#""","1.0","CORRECT","the cow goes moo#","1.0","CORRECT","","0.5","INCORRECT"
"sample_41","def f(array, values):
    array.reverse()
    for value in values:
        array.insert(len(array) // 2, value)
    array.reverse()
    return array","[58], [21, 92]","[58, 92, 21]","[58, 21, 92]","1.0","INCORRECT","[92, 21, 58]","1.0","INCORRECT","","0.5","INCORRECT","[58, 21, 92]","1.0","INCORRECT","[58, 21, 92]","1.0","INCORRECT","","0.5","INCORRECT","[58, 21, 92]","1.0","INCORRECT","[21, 58, 92]","1.0","INCORRECT","","0.5","INCORRECT","[58, 21, 92]","1.0","INCORRECT","[58, 21, 92]","1.0","INCORRECT","","0.5","INCORRECT","[58, 21, 92]","1.0","INCORRECT","[21, 58, 92]","1.0","INCORRECT","","0.5","INCORRECT"
"sample_42","def f(nums):
    nums.clear()
    for num in nums:
        nums.append(num*2)
    return nums","[4, 3, 2, 1, 2, -1, 4, 2]","[]","[]","1.0","CORRECT","","1.0","INCORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","[]","1.0","CORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","[]","1.0","CORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","[]","1.0","CORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","[]","1.0","CORRECT","","0.5","INCORRECT"
"sample_43","def f(n):
    for i in str(n):
        if not i.isdigit():
            n = -1
            break
    return n","""6 ** 2""","-1","-1","1.0","CORRECT","-1","1.0","CORRECT","","0.5","INCORRECT","-1","1.0","CORRECT","-1","1.0","CORRECT","","0.5","INCORRECT","-1","1.0","CORRECT","-1","1.0","CORRECT","","0.5","INCORRECT","-1","1.0","CORRECT","-1","1.0","CORRECT","","0.5","INCORRECT","-1","1.0","CORRECT","-1","1.0","CORRECT","","0.5","INCORRECT"
"sample_44","def f(text):
    ls = list(text)
    for i in range(0, len(ls)):
        if ls[i]!='+':
            ls.insert(i, '+')
            ls.insert(i, '*')
            break
    return '+'.join(ls)","'nzoh'","'*+++n+z+o+h'","n+z+o+h","1.0","INCORRECT","*+*n+z+o+h","1.0","CORRECT","","0.5","INCORRECT","*+*n+z+o+h","1.0","CORRECT","*+*n+z+o+h","1.0","CORRECT","","0.5","INCORRECT","*+*n+z+o+h","1.0","CORRECT","*+*n+z+o+h","1.0","CORRECT","","0.5","INCORRECT","*+*n+z+o+h","1.0","CORRECT","*+*n+z+o+h","1.0","CORRECT","","0.5","INCORRECT","*+*n+z+o+h","1.0","CORRECT","*+*n+z+o+h","1.0","CORRECT","","0.5","INCORRECT"
"sample_45","def f(text, letter):
    counts = {}
    for char in text:
        if char not in counts:
            counts[char] = 1
        else:
            counts[char] += 1
    return counts.get(letter, 0)","'za1fd1as8f7afasdfam97adfa', '7'","2","3","1.0","INCORRECT","1","1.0","INCORRECT","","0.5","INCORRECT","3","1.0","INCORRECT","1","1.0","INCORRECT","","0.5","INCORRECT","3","1.0","INCORRECT","1","1.0","INCORRECT","","0.5","INCORRECT","3","1.0","INCORRECT","1","1.0","INCORRECT","","0.5","INCORRECT","3","1.0","INCORRECT","1","1.0","INCORRECT","","0.5","INCORRECT"
"sample_46","def f(l, c):
    return c.join(l)","['many', 'letters', 'asvsz', 'hello', 'man'], ''","'manylettersasvszhelloman'","manylettersasvszhelloman","1.0","CORRECT","manylettersasvszhello","1.0","CORRECT","","0.5","INCORRECT","manylettersasvszhelloman","1.0","CORRECT","manylettersasvszhello","1.0","CORRECT","","0.5","INCORRECT","manylettersasvszhelloman","1.0","CORRECT","manylettersasvszhello","1.0","CORRECT","","0.5","INCORRECT","manylettersasvszhelloman","1.0","CORRECT","manylettersasvszhello","1.0","CORRECT","","0.5","INCORRECT","manylettersasvszhelloman","1.0","CORRECT","manylettersasvszhello","1.0","CORRECT","","0.5","INCORRECT"
"sample_47","def f(text):
    length = len(text)
    half = length // 2
    encode = text[:half].encode('ascii')
    if text[half:] == encode.decode():
        return True
    else:
        return False","'bbbbr'","False","False","1.0","CORRECT","","1.0","INCORRECT","","0.5","INCORRECT","False","1.0","CORRECT","False","1.0","CORRECT","","0.5","INCORRECT","False","1.0","CORRECT","False","1.0","CORRECT","","0.5","INCORRECT","False","1.0","CORRECT","False","1.0","CORRECT","","0.5","INCORRECT","False","1.0","CORRECT","False","1.0","CORRECT","","0.5","INCORRECT"
"sample_48","def f(names):
    if names == []:
        return """"
    smallest = names[0]
    for name in names[1:]:
        if name < smallest:
            smallest = name
    names.remove(smallest)
    return names.join(smallest)","[]","''","","1.0","INCORRECT","","1.0","INCORRECT","","0.5","INCORRECT","","1.0","INCORRECT","","1.0","INCORRECT","","0.5","INCORRECT","","1.0","INCORRECT","","1.0","INCORRECT","","0.5","INCORRECT","","1.0","INCORRECT","","1.0","INCORRECT","","0.5","INCORRECT","","1.0","INCORRECT","","1.0","INCORRECT","","0.5","INCORRECT"
"sample_49","def f(text):
    if text.isidentifier():
        return ''.join(c for c in text if c.isdigit())
    else:
        return ''.join(text)","'816'","'816'","816","1.0","CORRECT","816","1.0","CORRECT","","0.5","INCORRECT","816","1.0","CORRECT","816","1.0","CORRECT","","0.5","INCORRECT","816","1.0","CORRECT","816","1.0","CORRECT","","0.5","INCORRECT","816","1.0","CORRECT","816","1.0","CORRECT","","0.5","INCORRECT","816","1.0","CORRECT","816","1.0","CORRECT","","0.5","INCORRECT"
"sample_50","def f(lst):
    lst.clear()
    lst += [1] * (len(lst) + 1)
    return lst","['a', 'c', 'v']","[1]","[1, 1, 1]","1.0","INCORRECT","[1, 1, 1, 1]","1.0","INCORRECT","","0.5","INCORRECT","[1, 1, 1, 1]","1.0","INCORRECT","[1, 1, 1, 1]","1.0","INCORRECT","","0.5","INCORRECT","[1, 1, 1, 1]","1.0","INCORRECT","[1, 1, 1, 1]","1.0","INCORRECT","","0.5","INCORRECT","[1, 1, 1, 1]","1.0","INCORRECT","[1, 1, 1, 1]","1.0","INCORRECT","","0.5","INCORRECT","[1, 1, 1, 1]","1.0","INCORRECT","[1, 1, 1, 1]","1.0","INCORRECT","","0.5","INCORRECT"
"sample_51","s = '<' * 10
def f(num):
    if num % 2 == 0:
        return s
    else:
        return num - 1","21","20","<><><><><><><><><>","1.0","INCORRECT","20","1.0","CORRECT","","0.5","INCORRECT","<><><><><><><><><>","1.0","INCORRECT","20","1.0","CORRECT","","0.5","INCORRECT","<><><><><><><><><>","1.0","INCORRECT","20","1.0","CORRECT","","0.5","INCORRECT","<><><><><><><><><>","1.0","INCORRECT","20","1.0","CORRECT","","0.5","INCORRECT","<><><><><><><><><>","1.0","INCORRECT","20","1.0","CORRECT","","0.5","INCORRECT"
"sample_52","def f(text):
    a = []
    for i in range(len(text)):
        if not text[i].isdecimal():
            a.append(text[i])
    return ''.join(a)","""seiq7229 d27""","'seiq d'","seiq d","1.0","CORRECT","seiq d","1.0","CORRECT","","0.5","INCORRECT","seiq d","1.0","CORRECT","seiq d","1.0","CORRECT","","0.5","INCORRECT","seiq d","1.0","CORRECT","seiq d","1.0","CORRECT","","0.5","INCORRECT","seiq d","1.0","CORRECT","seiq d","1.0","CORRECT","","0.5","INCORRECT","seiq d","1.0","CORRECT","seiq d","1.0","CORRECT","","0.5","INCORRECT"
"sample_53","def f(text):
    occ = {}
    for ch in text:
        name = {'a': 'b', 'b': 'c', 'c': 'd', 'd': 'e', 'e': 'f'}
        name = name.get(ch, ch)
        occ[name] = occ.get(name, 0) + 1
    return [x for _, x in occ.items()]","""URW rNB""","[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","1.0","INCORRECT","['U', 'R', 'W', ' ', 'r', 'N', 'B']","1.0","INCORRECT","","0.5","INCORRECT","[1, 1, 1, 1, 1, 1, 1, 1]","1.0","INCORRECT","[1, 1, 1, 1, 1, 1, 1]","1.0","CORRECT","","0.5","INCORRECT","[1, 1, 1, 1, 1, 1, 1, 1]","1.0","INCORRECT","[1, 1, 1, 1, 1, 1, 1]","1.0","CORRECT","","0.5","INCORRECT","[1, 1, 1, 1, 1, 1, 1, 1]","1.0","INCORRECT","[1, 1, 1, 1, 1, 1, 1]","1.0","CORRECT","","0.5","INCORRECT","[1, 1, 1, 1, 1, 1, 1, 1]","1.0","INCORRECT","[1, 1, 1, 1, 1, 1, 1]","1.0","CORRECT","","0.5","INCORRECT"
"sample_54","def f(text, s, e):
    sublist = text[s:e]
    if not sublist:
        return -1
    return sublist.index(min(sublist))","'happy', 0, 3","1","0","1.0","INCORRECT","1","1.0","CORRECT","","0.5","INCORRECT","1","1.0","CORRECT","0","1.0","INCORRECT","","0.5","INCORRECT","1","1.0","CORRECT","0","0.9","INCORRECT","","0.5","INCORRECT","1","1.0","CORRECT","0","0.95","INCORRECT","","0.5","INCORRECT","1","1.0","CORRECT","0","0.9","INCORRECT","","0.5","INCORRECT"
"sample_55","def f(array):
    array_2 = []
    for i in array:
        if i>0:
            array_2 += [i]
    array_2.sort(reverse=True)
    return array_2","[4, 8, 17, 89, 43, 14]","[89, 43, 17, 14, 8, 4]","[89, 43, 17, 14, 8, 4]","1.0","CORRECT","[89, 43, 17, 14, 8, 4]","1.0","CORRECT","","0.5","INCORRECT","[89, 43, 17, 14, 8, 4]","1.0","CORRECT","[89, 43, 17, 14, 8, 4]","1.0","CORRECT","","0.5","INCORRECT","[89, 43, 17, 14, 8, 4]","1.0","CORRECT","[89, 43, 17, 14, 8, 4]","1.0","CORRECT","","0.5","INCORRECT","[89, 43, 17, 14, 8, 4]","1.0","CORRECT","[89, 43, 17, 14, 8, 4]","1.0","CORRECT","","0.5","INCORRECT","[89, 43, 17, 14, 8, 4]","1.0","CORRECT","[89, 43, 17, 14, 8, 4]","1.0","CORRECT","","0.5","INCORRECT"
"sample_56","def f(sentence):
    for c in sentence:
        if c.isascii() is False:
            return False
        else:
            continue
    return True","'1z1z1'","True","True","1.0","CORRECT","True","1.0","CORRECT","","0.5","INCORRECT","True","1.0","CORRECT","True","1.0","CORRECT","","0.5","INCORRECT","True","1.0","CORRECT","True","1.0","CORRECT","","0.5","INCORRECT","True","1.0","CORRECT","True","1.0","CORRECT","","0.5","INCORRECT","True","1.0","CORRECT","True","1.0","CORRECT","","0.5","INCORRECT"
"sample_57","def f(text):
    text = text.upper()
    count_upper = 0
    for char in text:
        if char.isupper():
            count_upper += 1
        else:
            return 'no'
    return count_upper // 2","'ax'","1","no","1.0","INCORRECT","no","1.0","INCORRECT","","0.5","INCORRECT","no","1.0","INCORRECT","no","1.0","INCORRECT","","0.5","INCORRECT","no","1.0","INCORRECT","no","1.0","INCORRECT","","0.5","INCORRECT","no","1.0","INCORRECT","no","1.0","INCORRECT","","0.5","INCORRECT","no","1.0","INCORRECT","no","1.0","INCORRECT","","0.5","INCORRECT"
"sample_58","def f(nums):
    count = len(nums)
    for i in [i % 2 for i in range(count)]:
        nums.append(nums[i])
    return nums","[-1, 0, 0, 1, 1]","[-1, 0, 0, 1, 1, -1, 0, -1, 0, -1]","","0.5","INCORRECT","[-1, 0, 0, 1, 1, -1, 0, -1, 0, 1]","1.0","INCORRECT","","0.5","INCORRECT","[-1, 0, 0, 1, 1, -1, 0, -1, 0, 1]","1.0","INCORRECT","[-1, 0, 0, 1, 1, -1, 0, -1, 0, 1]","1.0","INCORRECT","","0.5","INCORRECT","[-1, 0, 0, 1, 1, -1, 0, -1, 0, 1]","1.0","INCORRECT","[-1, 0, 0, 1, 1, -1, 0, -1, 0, 1]","1.0","INCORRECT","","0.5","INCORRECT","[-1, 0, 0, 1, 1, -1, 0, -1, 0, 1]","1.0","INCORRECT","[-1, 0, 0, 1, 1, -1, 0, -1, 0, 1]","1.0","INCORRECT","","0.5","INCORRECT","[-1, 0, 0, 1, 1, -1, 0, -1, 0, 1]","1.0","INCORRECT","[-1, 0, 0, 1, 1, -1, 0, -1, 0, 1]","1.0","INCORRECT","","0.5","INCORRECT"
"sample_59","def f(s):
    a = [char for char in s if char != ' ']
    b = a
    for c in reversed(a):
        if c == ' ':
            b.pop()
        else:
            break
    return ''.join(b)","'hi '","'hi'","hi","1.0","CORRECT","hi","1.0","CORRECT","","0.5","INCORRECT","hi","1.0","CORRECT","hi","1.0","CORRECT","","0.5","INCORRECT","hi","1.0","CORRECT","hi","1.0","CORRECT","","0.5","INCORRECT","hi","1.0","CORRECT","hi","1.0","CORRECT","","0.5","INCORRECT","hi","1.0","CORRECT","hi","1.0","CORRECT","","0.5","INCORRECT"
"sample_60","def f(doc):
    for x in doc:
        if x.isalpha():
            return x.capitalize()
    return '-'","'raruwa'","'R'","R","1.0","CORRECT","R","1.0","CORRECT","","0.5","INCORRECT","R","1.0","CORRECT","R","1.0","CORRECT","","0.5","INCORRECT","R","1.0","CORRECT","R","1.0","CORRECT","","0.5","INCORRECT","R","1.0","CORRECT","R","1.0","CORRECT","","0.5","INCORRECT","R","1.0","CORRECT","R","1.0","CORRECT","","0.5","INCORRECT"
"sample_61","def f(text):
    texts = text.split()
    if texts:
        xtexts = [t for t in texts if t.isascii() and t not in ('nada', '0')]
        return max(xtexts, key=len) if xtexts else 'nada'
    return 'nada'","""""","'nada'","'nada'","1.0","CORRECT","nada","1.0","CORRECT","","0.5","INCORRECT","'nada'","1.0","CORRECT","'nada'","1.0","CORRECT","","0.5","INCORRECT","'nada'","1.0","CORRECT","'nada'","1.0","CORRECT","","0.5","INCORRECT","'nada'","1.0","CORRECT","'nada'","1.0","CORRECT","","0.5","INCORRECT","'nada'","1.0","CORRECT","'nada'","1.0","CORRECT","","0.5","INCORRECT"
"sample_62","def f(user):
    if len(list(user.keys())) > len(list(user.values())):
        return tuple(user.keys())
    return tuple(user.values())","{""eating"" : ""ja"", ""books"" : ""nee"", ""piano"" : ""coke"", ""excitement"" : ""zoo""}","('ja', 'nee', 'coke', 'zoo')","('eating', 'books', 'piano', 'excitement')","1.0","INCORRECT","('eating', 'books', 'piano', 'excitement')","1.0","INCORRECT","","0.5","INCORRECT","('eating', 'books', 'piano', 'excitement')","1.0","INCORRECT","('eating', 'books', 'piano', 'excitement')","1.0","INCORRECT","","0.5","INCORRECT","('eating', 'books', 'piano', 'excitement')","1.0","INCORRECT","('eating', 'books', 'piano', 'excitement')","1.0","INCORRECT","","0.5","INCORRECT","('eating', 'books', 'piano', 'excitement')","1.0","INCORRECT","('eating', 'books', 'piano', 'excitement')","1.0","INCORRECT","","0.5","INCORRECT","('eating', 'books', 'piano', 'excitement')","1.0","INCORRECT","('eating', 'books', 'piano', 'excitement')","1.0","INCORRECT","","0.5","INCORRECT"
"sample_63","def f(text, prefix):
    while text.startswith(prefix):
        text = text[len(prefix):] or text
    return text","'ndbtdabdahesyehu', 'n'","'dbtdabdahesyehu'","'dbtdabdahesyehu'","1.0","CORRECT","dtdabdahesyehu","1.0","INCORRECT","","0.5","INCORRECT","'dbtdabdahesyehu'","1.0","CORRECT","dtdabdahesyehu","1.0","INCORRECT","","0.5","INCORRECT","'dbtdabdahesyehu'","1.0","CORRECT","dtdabdahesyehu","1.0","INCORRECT","","0.5","INCORRECT","'dbtdabdahesyehu'","1.0","CORRECT","dtdabdahesyehu","1.0","INCORRECT","","0.5","INCORRECT","'dbtdabdahesyehu'","1.0","CORRECT","dtdabdahesyehu","1.0","INCORRECT","","0.5","INCORRECT"
"sample_64","def f(text, size):
    counter = len(text)
    for i in range(size-int(size%2)):
        text = ' '+text+' '
        counter += 2
        if counter >= size:
            return text","""7"", 10","'     7     '"," 7 ","1.0","INCORRECT"," 7  ","1.0","INCORRECT","","0.5","INCORRECT"," 7  ","1.0","INCORRECT"," 7  ","1.0","INCORRECT","","0.5","INCORRECT"," 7  ","1.0","INCORRECT"," 7  ","1.0","INCORRECT","","0.5","INCORRECT"," 7  ","1.0","INCORRECT"," 7  ","1.0","INCORRECT","","0.5","INCORRECT"," 7  ","1.0","INCORRECT"," 7  ","1.0","INCORRECT","","0.5","INCORRECT"
"sample_65","def f(nums, index):
    return nums[index] % 42 + nums.pop(index) * 2","[3, 2, 0, 3, 7], 3","9","17","1.0","INCORRECT","9","1.0","CORRECT","","0.5","INCORRECT","17","1.0","INCORRECT","9","1.0","CORRECT","","0.5","INCORRECT","17","1.0","INCORRECT","9","1.0","CORRECT","","0.5","INCORRECT","17","1.0","INCORRECT","9","1.0","CORRECT","","0.5","INCORRECT","17","1.0","INCORRECT","9","1.0","CORRECT","","0.5","INCORRECT"
"sample_66","def f(text, prefix):
    prefix_length = len(prefix)
    if text.startswith(prefix):
        return text[(prefix_length - 1) // 2:
                    (prefix_length + 1) // 2 * -1:-1]
    else:
        return text","'happy', 'ha'","''","ppy","1.0","INCORRECT","p","1.0","INCORRECT","","0.5","INCORRECT","ppy","1.0","INCORRECT","p","0.9","INCORRECT","","0.5","INCORRECT","ppy","1.0","INCORRECT","p","0.95","INCORRECT","","0.5","INCORRECT","ppy","1.0","INCORRECT","p","0.9","INCORRECT","","0.5","INCORRECT","ppy","1.0","INCORRECT","p","0.95","INCORRECT","","0.5","INCORRECT"
"sample_67","def f(num1, num2, num3):
    nums = [num1, num2, num3]
    nums.sort()    
    return f'{nums[0]},{nums[1]},{nums[2]}'","6,8,8","'6,8,8'","6,8,8","1.0","CORRECT","6,8,8","1.0","CORRECT","","0.5","INCORRECT","6,8,8","1.0","CORRECT","6,8,8","1.0","CORRECT","","0.5","INCORRECT","6,8,8","1.0","CORRECT","6,8,8","1.0","CORRECT","","0.5","INCORRECT","6,8,8","1.0","CORRECT","6,8,8","1.0","CORRECT","","0.5","INCORRECT","6,8,8","1.0","CORRECT","6,8,8","1.0","CORRECT","","0.5","INCORRECT"
"sample_68","def f(text, pref):
    if text.startswith(pref):
        n = len(pref)
        text = '.'.join(text[n:].split('.')[1:] + text[:n].split('.')[:-1])
    return text","'omeunhwpvr.dq', 'omeunh'","'dq'","omeunhwpvr.dq","1.0","INCORRECT","vr.dq.omeunh","1.0","INCORRECT","","0.5","INCORRECT","vr.dq.omeunh","1.0","INCORRECT","vr.dq.omeunh","1.0","INCORRECT","","0.5","INCORRECT","vr.dq.omeunh","1.0","INCORRECT","vr.dq.omeunh","1.0","INCORRECT","","0.5","INCORRECT","vr.dq.omeunh","1.0","INCORRECT","vr.dq.omeunh","1.0","INCORRECT","","0.5","INCORRECT","vr.dq.omeunh","1.0","INCORRECT","vr.dq.omeunh","1.0","INCORRECT","","0.5","INCORRECT"
"sample_69","def f(student_marks, name):
    if name in student_marks:
        value = student_marks.pop(name)
        return value
    return 'Name unknown'","{'882afmfp': 56}, '6f53p'","'Name unknown'","'Name unknown'","1.0","CORRECT","Name unknown","1.0","CORRECT","","0.5","INCORRECT","'Name unknown'","1.0","CORRECT","Name unknown","1.0","CORRECT","","0.5","INCORRECT","'Name unknown'","1.0","CORRECT","Name unknown","1.0","CORRECT","","0.5","INCORRECT","'Name unknown'","1.0","CORRECT","Name unknown","1.0","CORRECT","","0.5","INCORRECT","'Name unknown'","1.0","CORRECT","Name unknown","1.0","CORRECT","","0.5","INCORRECT"
"sample_70","def f(x):
    a = 0
    for i in x.split(' '):
        a += len(i.zfill(len(i)*2))
    return a","'999893767522480'","30","240","1.0","INCORRECT","36","1.0","INCORRECT","","0.5","INCORRECT","240","1.0","INCORRECT","36","1.0","INCORRECT","","0.5","INCORRECT","240","1.0","INCORRECT","36","1.0","INCORRECT","","0.5","INCORRECT","240","1.0","INCORRECT","36","1.0","INCORRECT","","0.5","INCORRECT","240","1.0","INCORRECT","36","1.0","INCORRECT","","0.5","INCORRECT"
"sample_71","def f(d, n):
    for i in range(n):
        item = d.popitem()
        d[item[1]] = item[0]
    return d","{1: 2, 3: 4, 5: 6, 7: 8, 9: 10}, 1","{1: 2, 3: 4, 5: 6, 7: 8, 10: 9}","{8: 7, 4: 3, 6: 5, 10: 9, 2: 1}","1.0","INCORRECT","{2: 1, 4: 3, 6: 5, 8: 7, 10: 9}","1.0","CORRECT","","0.5","INCORRECT","{8: 7, 4: 3, 6: 5, 10: 9, 2: 1}","1.0","INCORRECT","{2: 1, 4: 3, 6: 5, 8: 7, 10: 9}","1.0","CORRECT","","0.5","INCORRECT","{8: 7, 4: 3, 6: 5, 10: 9, 2: 1}","1.0","INCORRECT","{2: 1, 4: 3, 6: 5, 8: 7, 10: 9}","1.0","CORRECT","","0.5","INCORRECT","{8: 7, 4: 3, 6: 5, 10: 9, 2: 1}","1.0","INCORRECT","{2: 1, 4: 3, 6: 5, 8: 7, 10: 9}","1.0","CORRECT","","0.5","INCORRECT","{8: 7, 4: 3, 6: 5, 10: 9, 2: 1}","1.0","INCORRECT","{2: 1, 4: 3, 6: 5, 8: 7, 10: 9}","1.0","CORRECT","","0.5","INCORRECT"
"sample_72","def f(text):
    for c in text:
        if not c.isnumeric():
            return False
    return bool(text)","'99'","True","True","1.0","CORRECT","True","1.0","CORRECT","","0.5","INCORRECT","True","1.0","CORRECT","True","1.0","CORRECT","","0.5","INCORRECT","True","1.0","CORRECT","True","1.0","CORRECT","","0.5","INCORRECT","True","1.0","CORRECT","True","1.0","CORRECT","","0.5","INCORRECT","True","1.0","CORRECT","True","1.0","CORRECT","","0.5","INCORRECT"
"sample_73","def f(row):
    return (row.count('1'), row.count('0'))","""100010010""","(3, 6)","(5, 5)","1.0","INCORRECT","(3, 4)","1.0","INCORRECT","","0.5","INCORRECT","(5, 5)","1.0","INCORRECT","(3, 4)","1.0","INCORRECT","","0.5","INCORRECT","(5, 5)","1.0","INCORRECT","(3, 4)","1.0","INCORRECT","","0.5","INCORRECT","(5, 5)","1.0","INCORRECT","(3, 4)","1.0","INCORRECT","","0.5","INCORRECT","(5, 5)","1.0","INCORRECT","(3, 4)","1.0","INCORRECT","","0.5","INCORRECT"
